﻿type,name,steam_appid,developers,publishers,website,categories,genres,steam_url,detection_stage,api_response_type,potential_duplicate,release_date,description,supported_languages,followers,wishlists_est,wishlist_rank,discovery_date
unknown,Early Stage App (ID: 3928610),3928610,,,,,,https://store.steampowered.com/app/3928610,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3600930),3600930,,,,,,https://store.steampowered.com/app/3600930,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3764840),3764840,,,,,,https://store.steampowered.com/app/3764840,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3830390),3830390,,,,,,https://store.steampowered.com/app/3830390,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3928700),3928700,,,,,,https://store.steampowered.com/app/3928700,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 2847370),2847370,,,,,,https://store.steampowered.com/app/2847370,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3666570),3666570,,,,,,https://store.steampowered.com/app/3666570,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 1176218),1176218,,,,,,https://store.steampowered.com/app/1176218,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3961510),3961510,,,,,,https://store.steampowered.com/app/3961510,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3961540),3961540,,,,,,https://store.steampowered.com/app/3961540,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3699420),3699420,,,,,,https://store.steampowered.com/app/3699420,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3863260),3863260,,,,,,https://store.steampowered.com/app/3863260,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3764960),3764960,,,,,,https://store.steampowered.com/app/3764960,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3699430),3699430,,,,,,https://store.steampowered.com/app/3699430,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3961580),3961580,,,,,,https://store.steampowered.com/app/3961580,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3732220),3732220,,,,,,https://store.steampowered.com/app/3732220,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3961610),3961610,,,,,,https://store.steampowered.com/app/3961610,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3273490),3273490,,,,,,https://store.steampowered.com/app/3273490,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3961630),3961630,,,,,,https://store.steampowered.com/app/3961630,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3863330),3863330,,,,,,https://store.steampowered.com/app/3863330,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3502910),3502910,,,,,,https://store.steampowered.com/app/3502910,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3863360),3863360,,,,,,https://store.steampowered.com/app/3863360,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3896140),3896140,,,,,,https://store.steampowered.com/app/3896140,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3601240),3601240,,,,,,https://store.steampowered.com/app/3601240,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3830620),3830620,,,,,,https://store.steampowered.com/app/3830620,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3371870),3371870,,,,,,https://store.steampowered.com/app/3371870,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3863390),3863390,,,,,,https://store.steampowered.com/app/3863390,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3371880),3371880,,,,,,https://store.steampowered.com/app/3371880,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3371900),3371900,,,,,,https://store.steampowered.com/app/3371900,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3371890),3371890,,,,,,https://store.steampowered.com/app/3371890,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3109760),3109760,,,,,,https://store.steampowered.com/app/3109760,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3765120),3765120,,,,,,https://store.steampowered.com/app/3765120,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3371910),3371910,,,,,,https://store.steampowered.com/app/3371910,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3732360),3732360,,,,,,https://store.steampowered.com/app/3732360,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3928970),3928970,,,,,,https://store.steampowered.com/app/3928970,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3961750),3961750,,,,,,https://store.steampowered.com/app/3961750,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3765150),3765150,,,,,,https://store.steampowered.com/app/3765150,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3797960),3797960,,,,,,https://store.steampowered.com/app/3797960,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3863510),3863510,,,,,,https://store.steampowered.com/app/3863510,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3896280),3896280,,,,,,https://store.steampowered.com/app/3896280,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3961820),3961820,,,,,,https://store.steampowered.com/app/3961820,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3863520),3863520,,,,,,https://store.steampowered.com/app/3863520,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3765220),3765220,,,,,,https://store.steampowered.com/app/3765220,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3929060),3929060,,,,,,https://store.steampowered.com/app/3929060,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3863530),3863530,,,,,,https://store.steampowered.com/app/3863530,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3404780),3404780,,,,,,https://store.steampowered.com/app/3404780,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3929070),3929070,,,,,,https://store.steampowered.com/app/3929070,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3863550),3863550,,,,,,https://store.steampowered.com/app/3863550,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3634180),3634180,,,,,,https://store.steampowered.com/app/3634180,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3896340),3896340,,,,,,https://store.steampowered.com/app/3896340,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3863590),3863590,,,,,,https://store.steampowered.com/app/3863590,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3929130),3929130,,,,,,https://store.steampowered.com/app/3929130,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3863610),3863610,,,,,,https://store.steampowered.com/app/3863610,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3961920),3961920,,,,,,https://store.steampowered.com/app/3961920,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3863620),3863620,,,,,,https://store.steampowered.com/app/3863620,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 2061381),2061381,,,,,,https://store.steampowered.com/app/2061381,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3863630),3863630,,,,,,https://store.steampowered.com/app/3863630,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3863700),3863700,,,,,,https://store.steampowered.com/app/3863700,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3732630),3732630,,,,,,https://store.steampowered.com/app/3732630,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3929240),3929240,,,,,,https://store.steampowered.com/app/3929240,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3830940),3830940,,,,,,https://store.steampowered.com/app/3830940,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3929250),3929250,,,,,,https://store.steampowered.com/app/3929250,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3896490),3896490,,,,,,https://store.steampowered.com/app/3896490,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3896510),3896510,,,,,,https://store.steampowered.com/app/3896510,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3962070),3962070,,,,,,https://store.steampowered.com/app/3962070,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3601630),3601630,,,,,,https://store.steampowered.com/app/3601630,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3962090),3962090,,,,,,https://store.steampowered.com/app/3962090,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3962100),3962100,,,,,,https://store.steampowered.com/app/3962100,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3929340),3929340,,,,,,https://store.steampowered.com/app/3929340,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3962120),3962120,,,,,,https://store.steampowered.com/app/3962120,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3962130),3962130,,,,,,https://store.steampowered.com/app/3962130,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3962140),3962140,,,,,,https://store.steampowered.com/app/3962140,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3929400),3929400,,,,,,https://store.steampowered.com/app/3929400,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3929410),3929410,,,,,,https://store.steampowered.com/app/3929410,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3634500),3634500,,,,,,https://store.steampowered.com/app/3634500,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3306840),3306840,,,,,,https://store.steampowered.com/app/3306840,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3863900),3863900,,,,,,https://store.steampowered.com/app/3863900,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3929460),3929460,,,,,,https://store.steampowered.com/app/3929460,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3863930),3863930,,,,,,https://store.steampowered.com/app/3863930,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3962270),3962270,,,,,,https://store.steampowered.com/app/3962270,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3831200),3831200,,,,,,https://store.steampowered.com/app/3831200,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3896740),3896740,,,,,,https://store.steampowered.com/app/3896740,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3667370),3667370,,,,,,https://store.steampowered.com/app/3667370,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3896750),3896750,,,,,,https://store.steampowered.com/app/3896750,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3798460),3798460,,,,,,https://store.steampowered.com/app/3798460,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3831230),3831230,,,,,,https://store.steampowered.com/app/3831230,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3831240),3831240,,,,,,https://store.steampowered.com/app/3831240,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3962310),3962310,,,,,,https://store.steampowered.com/app/3962310,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3864010),3864010,,,,,,https://store.steampowered.com/app/3864010,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3798480),3798480,,,,,,https://store.steampowered.com/app/3798480,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3798490),3798490,,,,,,https://store.steampowered.com/app/3798490,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3012060),3012060,,,,,,https://store.steampowered.com/app/3012060,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3864030),3864030,,,,,,https://store.steampowered.com/app/3864030,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3634670),3634670,,,,,,https://store.steampowered.com/app/3634670,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3732970),3732970,,,,,,https://store.steampowered.com/app/3732970,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3962350),3962350,,,,,,https://store.steampowered.com/app/3962350,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3929590),3929590,,,,,,https://store.steampowered.com/app/3929590,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3962410),3962410,,,,,,https://store.steampowered.com/app/3962410,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3896880),3896880,,,,,,https://store.steampowered.com/app/3896880,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3896900),3896900,,,,,,https://store.steampowered.com/app/3896900,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3896910),3896910,,,,,,https://store.steampowered.com/app/3896910,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3307090),3307090,,,,,,https://store.steampowered.com/app/3307090,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3896920),3896920,,,,,,https://store.steampowered.com/app/3896920,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3929690),3929690,,,,,,https://store.steampowered.com/app/3929690,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3962470),3962470,,,,,,https://store.steampowered.com/app/3962470,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3929710),3929710,,,,,,https://store.steampowered.com/app/3929710,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3896950),3896950,,,,,,https://store.steampowered.com/app/3896950,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3831440),3831440,,,,,,https://store.steampowered.com/app/3831440,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3864210),3864210,,,,,,https://store.steampowered.com/app/3864210,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 2815650),2815650,,,,,,https://store.steampowered.com/app/2815650,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3962540),3962540,,,,,,https://store.steampowered.com/app/3962540,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3897020),3897020,,,,,,https://store.steampowered.com/app/3897020,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3962600),3962600,,,,,,https://store.steampowered.com/app/3962600,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3962610),3962610,,,,,,https://store.steampowered.com/app/3962610,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3929860),3929860,,,,,,https://store.steampowered.com/app/3929860,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3962640),3962640,,,,,,https://store.steampowered.com/app/3962640,early_stage,error,False,未知,,,,,,2025-08-22
